mavpackettype,time_usec,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,id,temperature
RAW_IMU,20223211,-59,-462,16624,-50,40,14,122,138,323,0,3408
RAW_IMU,20244211,-45,-540,16596,-69,50,15,114,130,323,0,3312
RAW_IMU,20265211,-10,-482,16598,-51,31,8,122,133,333,0,3264
RAW_IMU,20286208,-6,-480,16581,-50,33,26,121,131,334,0,3312
RAW_IMU,20307214,-11,-590,16610,-69,50,28,122,133,333,0,3232
RAW_IMU,20328212,-54,-479,16671,-55,61,14,125,133,333,0,3344
RAW_IMU,20349209,26,-427,16650,-64,54,13,123,134,327,0,3344
RAW_IMU,20370209,-36,-516,16645,-60,18,1,117,125,326,0,3312
RAW_IMU,20391210,-69,-475,16641,-47,47,18,118,127,337,0,3376
RAW_IMU,20412208,-25,-478,16612,-76,51,28,122,128,328,0,3360
RAW_IMU,20433209,-25,-524,16703,-67,58,14,126,122,329,0,3376
RAW_IMU,20454209,45,-510,16616,-54,54,-7,131,134,322,0,3424
RAW_IMU,20475210,6,-452,16629,-49,49,20,123,131,325,0,3360
RAW_IMU,20496210,-40,-526,16598,-49,44,21,126,124,325,0,3264
RAW_IMU,20517210,-40,-455,16620,-71,35,17,122,140,331,0,3360
RAW_IMU,20538210,-51,-475,16595,-45,42,7,122,118,336,0,3376
RAW_IMU,20559211,47,-548,16627,-46,59,21,129,129,325,0,3376
RAW_IMU,20580211,-61,-522,16604,-49,47,3,114,133,318,0,3376
RAW_IMU,20601211,-44,-554,16658,-72,67,15,125,130,333,0,3248
RAW_IMU,20622208,-35,-461,16613,-64,46,18,126,131,329,0,3376
RAW_IMU,20643209,-115,-502,16607,-53,32,-1,125,130,331,0,3312
RAW_IMU,20664209,19,-474,16638,-59,49,7,116,124,329,0,3376
RAW_IMU,20685210,6,-504,16692,-67,46,27,131,131,329,0,3376
RAW_IMU,20706211,-84,-488,16571,-53,43,25,125,130,323,0,3296
RAW_IMU,20727210,-68,-479,16628,-58,54,2,130,128,333,0,3408
RAW_IMU,20748210,-57,-492,16593,-55,52,20,120,128,326,0,3424
RAW_IMU,20769210,-25,-522,16602,-66,44,13,118,129,334,0,3344
RAW_IMU,20790210,-41,-512,16613,-57,46,4,120,133,328,0,3408
RAW_IMU,20811211,-13,-456,16576,-52,58,28,129,131,332,0,3232
RAW_IMU,20832210,6,-499,16612,-61,48,21,123,136,332,0,3344
RAW_IMU,20853211,34,-532,16579,-58,45,23,130,130,331,0,3360
RAW_IMU,20874211,-14,-517,16639,-48,51,17,125,123,336,0,3360
RAW_IMU,20895211,-39,-512,16595,-63,45,-5,130,125,321,0,3376
RAW_IMU,20916211,-125,-416,16619,-47,44,32,116,127,325,0,3312
RAW_IMU,20937208,-28,-540,16665,-56,56,20,123,131,337,0,3360
RAW_IMU,20958209,21,-514,16655,-47,50,19,120,128,326,0,3312
RAW_IMU,20979209,-70,-533,16670,-48,43,23,121,131,327,0,3376
RAW_IMU,21000289,-46,-563,16604,-55,52,21,126,122,327,0,3376
RAW_IMU,21021209,-113,-490,16564,-47,53,6,122,128,323,0,3312
RAW_IMU,21042211,-10,-529,16598,-48,63,14,126,136,332,0,3296
RAW_IMU,21063211,-13,-503,16545,-54,55,23,129,131,325,0,3312
RAW_IMU,21084208,24,-488,16718,-55,43,9,123,141,337,0,3312
RAW_IMU,21105209,-19,-581,16569,-53,47,10,117,125,328,0,3200
RAW_IMU,21126212,-65,-540,16669,-57,44,10,120,130,333,0,3312
RAW_IMU,21147209,5,-496,16649,-70,48,12,126,119,325,0,3360
RAW_IMU,21168209,-39,-452,16639,-58,63,4,127,135,336,0,3344
RAW_IMU,21189210,-6,-418,16633,-65,57,27,126,124,332,0,3408
RAW_IMU,21210375,-7,-484,16664,-47,54,7,120,135,328,0,3344
RAW_IMU,21231209,-6,-522,16554,-52,58,17,120,130,331,0,3376
RAW_IMU,21252209,-57,-506,16624,-67,52,7,118,139,329,0,3360
RAW_IMU,21273210,-47,-534,16631,-57,55,19,127,130,333,0,3296
RAW_IMU,21294210,-94,-483,16697,-59,48,32,114,121,333,0,3312
RAW_IMU,21315208,-3,-589,16592,-63,48,31,127,133,328,0,3296
RAW_IMU,21336209,-49,-484,16652,-69,60,9,121,139,322,0,3408
RAW_IMU,21357209,-71,-407,16716,-60,39,-6,121,134,334,0,3360
RAW_IMU,21378210,-12,-473,16634,-61,60,6,123,131,337,0,3312
RAW_IMU,21399210,-29,-513,16668,-57,39,18,123,122,342,0,3344
RAW_IMU,21420208,22,-512,16575,-52,60,29,126,131,320,0,3248
RAW_IMU,21441209,33,-449,16594,-61,52,23,129,129,327,0,3296
RAW_IMU,21462209,56,-460,16647,-68,41,16,117,130,328,0,3344
RAW_IMU,21483209,-14,-473,16622,-56,55,17,131,131,325,0,3312
RAW_IMU,21504210,23,-409,16660,-57,56,-1,130,133,323,0,3360
RAW_IMU,21525208,25,-466,16607,-58,51,14,118,129,337,0,3248
RAW_IMU,21546209,-34,-533,16592,-55,53,26,127,123,328,0,3360
RAW_IMU,21567209,-59,-445,16670,-55,48,17,125,133,321,0,3296
RAW_IMU,21588209,-68,-510,16621,-51,54,23,118,127,332,0,3344
RAW_IMU,21609210,19,-539,16661,-63,49,-6,116,131,329,0,3312
RAW_IMU,21630208,26,-524,16669,-38,61,21,126,129,317,0,3344
RAW_IMU,21651209,-21,-541,16695,-70,38,27,127,130,331,0,3296
RAW_IMU,21672209,-41,-460,16661,-56,56,15,114,135,333,0,3296
RAW_IMU,21693210,-61,-567,16608,-63,38,26,123,129,320,0,3312
RAW_IMU,21714210,-73,-511,16644,-54,44,14,123,134,322,0,3296
RAW_IMU,21735209,8,-468,16648,-46,54,30,126,127,334,0,3376
RAW_IMU,21756209,50,-427,16638,-58,62,3,117,135,328,0,3360
RAW_IMU,21777209,-23,-474,16690,-58,47,19,112,123,336,0,3344
RAW_IMU,21798209,-26,-513,16639,-75,58,23,121,129,327,0,3344
RAW_IMU,21819209,-80,-477,16556,-59,63,10,122,125,333,0,3248
RAW_IMU,21840209,-43,-506,16656,-58,55,10,127,128,321,0,3376
RAW_IMU,21861209,23,-534,16637,-83,48,1,114,130,331,0,3376
RAW_IMU,21882209,19,-441,16664,-68,35,11,129,131,332,0,3408
RAW_IMU,21903209,36,-460,16650,-51,60,24,130,125,333,0,3376
RAW_IMU,21924208,32,-509,16637,-63,50,14,116,131,339,0,3296
RAW_IMU,21945209,-7,-498,16608,-56,47,1,131,127,327,0,3376
RAW_IMU,21966209,-40,-548,16683,-68,43,3,121,131,322,0,3360
